date,date_raw,author,rating,title,text,product_slug,product_url,image_url
2024-02-15,15. Februar 2024,Bächtold Martin,4.5,Sehr knifflig,Gute Qualität. Sehr Knifflig. Bin zufrieden,cast-level-6-rotor,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-6-rotor.html,https://www.jugglux.ch/media/image/0a/aa/f2/cast-level-6-rotor-229458-45134_600x600.jpg
2024-02-15,15. Februar 2024,Bächtold Martin,3.5,Etwas Klein,Sieht auf dem Foto so Gross aus.. Ist dann in echt doch sehr klein. Funktioniert aber gut,bamboo-puzzle-knotty-zimmermannsknoten-geduldspiel-aus-bambusholz,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/geduldspiele-aus-holz/bamboo-puzzle-knotty-zimmermannsknoten-geduldspiel-aus-bambusholz.html,https://www.jugglux.ch/media/image/c1/a5/c0/bamboo-puzzle-knotty-zimmermannsknoten-geduldspiel-aus-bambusholz-35184_600x600.jpg
2024-02-15,15. Februar 2024,Bächtold Martin,2.5,Nach Nachbearbeitung OK,"Die zwei Klappen waren etwas zusammen gewürgt, auch in der richtigen Position gingen sie nicht auseinander. musste zum öffnen mit Werkzeug nachhelfen. Nachdem ich die Eine Klappe mit Schleifpapier bearbeitet hatte funktionierte es Einwandfrei.",trick-box-fuer-geldgeschenke-natur-mit-knoepfen,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/geduldspiele-aus-holz/trick-box-fuer-geldgeschenke-natur-mit-knoepfen.html,https://www.jugglux.ch/media/image/07/0f/3a/trick-box-fur-geldgeschenke-natur-mit-knopfen-228084-43964_600x600.jpg
2024-02-13,13. Februar 2024,Remo,5.0,cooles rhythmusinstrument,,affentrommel-monkey-drum,https://www.jugglux.ch/kurioses-und-kultiges/musikdosen-und-instrumente/geraeusch-und-tonerzeuger/affentrommel-monkey-drum.html,https://www.jugglux.ch/media/image/37/79/03/affentrommel-monkey-drum-218402-41108_600x600.jpg
2024-02-11,11. Februar 2024,NB,5.0,Tolles Spiel,Unkompliziertes und doch packendes Spiel. Es macht Spass!,the-game-das-kartenspiel,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/beliebte-kartenspiele/the-game-das-kartenspiel.html,https://www.jugglux.ch/media/image/57/3f/74/the-game-das-kartenspiel-228445-37211_600x600.jpg
2024-02-09,9. Februar 2024,J. Jaeger,5.0,Suchspiel,"Die leuchten ganz schön, wenn man sie zuvor gut auflädt. Die Kinder am Kindergeburtstag hatten Spass daran sie im dunkeln Raum zu suchen, und sie als Mitgebsel nach Hause zu nehmen.",leuchtende-mondschein-glas-murmeln-set-mit-3-stk,https://www.jugglux.ch/kurioses-und-kultiges/murmeln-und-zubehoer/murmel-spiele-und-sets/leuchtende-mondschein-glas-murmeln-set-mit-3-stk.html,https://www.jugglux.ch/media/image/0e/b5/5e/leuchtende-mondschein-glas-murmeln-set-mit-3-stk-218817-42383_600x600.jpg
2024-02-09,9. Februar 2024,J. Jaeger,5.0,Kindergeburtstag,"Für den Kindergeburtstag war dies genau die richtige Tischbombe, gefüllt mit Regenbogengucker und im dunkeln leuchtenden Fingermonserli genau das richtige für das Thema Licht.",tischbombe-leer-gross-max-200g-einfuellen,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/leere-tischbomben/tischbombe-leer-gross-max-200g-einfuellen.html,https://www.jugglux.ch/media/image/6f/3d/85/tischbombe-leer-gross-max-200g-einfullen-220050-20910_600x600.jpg
2024-02-02,2. Februar 2024,Miriam,5.0,"Bin glücklich, ein toller Stab","Top!
Sehr gut handhablich, schöner Flow..dank dem Silikon rutscht er nicht von den Finger..würde ich wieder kaufen.",goastab-fantastick-babu-short-42cm-neon,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/goastab-fantastick-babu-short-42cm-neon.html,https://www.jugglux.ch/media/image/c1/24/9d/goastab-fantastick-babu-short-42cm-neon-234299-34441_600x600.jpg
2024-02-01,1. Februar 2024,Sarah Fäsi,5.0,Super Erweiterung 2 in eins!,"Ich dachte ich habe die Zug um Zug Erweiterung Schweiz bestellt und wurde absolut positiv überrascht, man erhält zwei Erweiterungen in einem, Schweiz und Indien. Das Spiel ist super, genau wie das Original. Man braucht das Original oder Europa, um diese Erweiterung spielen zu können. Der Service war top. Habe selten so unkompliziert eine so schnelle Lieferung erhalten. Einfach nur zum weiterempfehlen.",zug-um-zug-ergaenzung-schweiz-und-indien-ticket-to-ride,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/erweiterungen/zug-um-zug-ergaenzung-schweiz-und-indien-ticket-to-ride.html,https://www.jugglux.ch/media/image/5d/d2/d7/zug-um-zug-erganzung-schweiz-und-indien-ticket-to-ride-2-38130_600x600.jpg
2024-01-31,31. Januar 2024,Linder,5.0,Positiv,"Wie beschrieben, schnelle Lieferung. Gerne wieder",farbenwuerfel-schaumstoff-16cm-6-farben,https://www.jugglux.ch/spiele-und-geschenke/wuerfel-fuer-spiele/schaumstoff-wuerfel/farbenwuerfel-schaumstoff-16cm-6-farben.html,https://www.jugglux.ch/media/image/70/56/4e/farbenwurfel-schaumstoff-16cm-6-farben-225216-41373_600x600.jpg
2024-01-29,29. Januar 2024,Ruth,5.0,Paradise Flower Rainbow,"Ein weiteres Mal konnte mein Ehemann denn schönen Holzvogel mit dem neuen Windrad flicken! Nach 3 Jahren hatte es den verschiedenen Stürmen und der Sonne nichts mehr entgegen zu halten vermocht. Danke, dass man’s noch bestellen kann.",paradise-flower-rainbow,https://www.jugglux.ch/outdoor-und-freizeit/windspiele/windspiele-blumen/paradise-flower-rainbow.html,https://www.jugglux.ch/media/image/e7/d6/18/paradise-flower-rainbow-235757-21632_600x600.jpg
2024-01-24,24. Januar 2024,Jürg,5.0,Sehr interessantes Grundlagenbuch,Der erste Eindruck ist sehr gut und es scheint ein gutes Kursbuch zu sein.,jonglieren-probieren-buch,https://www.jugglux.ch/news/sale/jonglieren-probieren-buch.html,https://www.jugglux.ch/media/image/5b/42/4a/Jonglieren-probieren-Buch-lernbuch_600x600.jpg
2024-01-24,24. Januar 2024,Mirjam Lauber,5.0,Kusspuppen,Prompte Lieferung freudiges Geschenk,kusspuppen-romeo-und-julia-rot-blau,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/magnetische-spiele/kusspuppen-romeo-und-julia-rot-blau.html,https://www.jugglux.ch/media/image/15/53/85/Kusspuppen-kaufen-Romeo-und-Julia-rot-blau-4052103008663_600x600.jpg
2024-01-18,18. Januar 2024,Kunz Silvia,5.0,Pippi Langstrumpf Kinderperücke,Die Perücke sitzt sehr gut auf dem Kopf unserer Tochter. Sie ist hochwertig gemacht. Die Zöpfe stehen perfekt vom Kopf ab. Die Perücke wurde sehr schnell geliefert!,pippi-langstrumpf-peruecke-fuer-kinder,https://www.jugglux.ch/schminke-und-buehne/verkleidung-und-masken/peruecken/pippi-langstrumpf-peruecke-fuer-kinder.html,https://www.jugglux.ch/media/image/3d/cb/b7/pippi-langstrumpf-perucke-fur-kinder-216374-42712_600x600.jpg
2024-01-15,15. Januar 2024,H. Scherer,5.0,Guter Bausatz mit sehr guter Bauanleitung prompt geliefert. Alles bestens!,,ugears-mechanischer-holzbausatz-mechanisches-tellurium,https://www.jugglux.ch/experimente-und-magie/mechanische-holzbausaetze/ugears-mechanische-holzmodelle/ugears-mechanischer-holzbausatz-mechanisches-tellurium.html,https://www.jugglux.ch/media/image/26/83/5f/ugears-mechanischer-holzbausatz-mechanisches-tellurium-47102_600x600.jpg
2024-01-15,15. Januar 2024,Vitus,5.0,Genialer offline Schachcomputer,"Einfache Bedienung, verfügt über genügend Offlinefunktionen. Die für einen Schachcomputer stattliche Größe bietet eine entsprechend gute Spielübersicht und er ist wegen seines geringen Gewichtes (Figuren sind aus Kunststoff) gut transportierbar. Die Leuchtdioden der einzelnen Felder sind gut ablesbar und die Betriebszeit des verbauten Akkus ausreichend. Ebenso lassen sich Figuren sowie das Brett gut reinigen. Das Gerät präsentiert sich schlicht, wie ein analoges Schachspiel - die Computertechnik wurde minimalistisch unauffällig gestaltet. Sehr empfehlenswert für den Offline-Fan.",schachcomputer-dgt-centaur,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/schach-und-backgammon/schachcomputer-dgt-centaur.html,https://www.jugglux.ch/media/image/4f/c5/46/schachcomputer-dgt-centaur-228193-44122_600x600.jpg
2024-01-14,14. Januar 2024,BADER ELLY,5.0,Bisch vo winti,"Wüede jederzeit wieder bestellen, schnelle lieferung, topp",du-bisch-vo-winti-das-wissensspiel-fuer-die-region-winterthur,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/du-bisch-vo-winti-das-wissensspiel-fuer-die-region-winterthur.html,https://www.jugglux.ch/media/image/dc/c5/af/du-bisch-vo-winti-das-wissensspiel-fur-die-region-winterthur-45834_600x600.jpg
2024-01-10,10. Januar 2024,Manuela,5.0,"toller Service, gutes Produkt, sympathischer Internetauftritt",,wasserperlen-100g-multicolor,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/flutschie-schleimi-und-klebriges/wasserperlen-100g-multicolor.html,https://www.jugglux.ch/media/image/ce/98/04/wasserperlen-100g-multicolor-278397-47545_600x600.jpg
2024-01-09,9. Januar 2024,Peter,5.0,Ein Geschäft was einhält was es verspricht,"schnelle Lieferung, super, so",guenstige-dartpfeile-set-mit-stahlspitze,https://www.jugglux.ch/spiele-und-geschenke/gesellschaftsspiele/dart-und-dart-zubehoer/guenstige-dartpfeile-set-mit-stahlspitze.html,https://www.jugglux.ch/media/image/57/7c/7a/gunstige-dartpfeile-set-mit-stahlspitze-228661-44427_600x600.jpg
2024-01-09,9. Januar 2024,Flo,3.0,"Toller Drachen, mässige Verarbeitung","Der Drachen ist qualitativ super, an vielen Stellen ist das Material jedoch schmutzig und einige Kunststoffteile weisen Kratzer auf…",spiderkites-maraca-light-leichtwind-drachen-blau,https://www.jugglux.ch/outdoor-und-freizeit/drachen-und-zubehoer/sportkites-trickdrachen/spiderkites-maraca-light-leichtwind-drachen-blau.html,https://www.jugglux.ch/media/image/73/63/88/spiderkites-maraca-light-leichtwind-drachen-blau-238545-44301_600x600.jpg
2024-01-07,7. Januar 2024,Christoph Reich,5.0,Die beste bei trockener Luft,"Mein breiter Test zur Blasenstabilität bei (der sowieso ungünstigen) trockenen Luft: da sind die Blasen mit dieser
Flüssigkeit noch am stabilsten.",seifenblasen-fluessigkeit-1-liter-fuer-grosse-seifenblasen,https://www.jugglux.ch/kurioses-und-kultiges/seifenblasen-pustefix-und-zauberseife/zauberseife-riesen-seifenblasen/seifenblasen-fluessigkeit-1-liter-fuer-grosse-seifenblasen.html,https://www.jugglux.ch/media/image/6b/bb/6a/seifenblasen-flussigkeit-1-liter-fur-grosse-seifenblasen-43112_600x600.jpg
2024-01-06,6. Januar 2024,Lesmann,5.0,"Artikel Fehlerhaft, die Schachtel war nur mit Watte gefüllt!","Die Schachtel war leer? War aber Originalverpackt?
Nur Watte und kein Finger?",lebender-mumien-finger-gag-zaubertrick,https://www.jugglux.ch/experimente-und-magie/zauberartikel-shop/zauberzubehoer/lebender-mumien-finger-gag-zaubertrick.html,https://www.jugglux.ch/media/image/a9/16/9b/lebender-mumien-finger-gag-zaubertrick-261802-46742_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,5.0,Ein kniffliges Puzzle das Freude macht,"An diesem Puzzle bin ich eine ganze Weile gesessen, bis ich es geschafft hatte. Braucht etwas Gespür, weil man es ""blind"" löst. Das Zusammensetzen hatte ich dann relativ schnell, obwohl man vier der fünf Teile in Position halten muss und daher eine etwas wacklige Angelegenheit ist.
Macht mir auch nach dem wiederholten Mal noch immer Spass und Freude!",cast-level-4-cylinder,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-4-cylinder.html,https://www.jugglux.ch/media/image/a3/f3/57/cast-level-4-cylinder-221770-35173_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,5.0,Der Name ist Programm,"Zusammensetzen geht ganz leicht, das Auseinandernehmen fand ich beim ersten Mal recht knifflig, bis ich die richtige Position hatte. Der Name ist Programm und hilft dann extrem.",cast-level-5-rattle,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-5-rattle.html,https://www.jugglux.ch/media/image/7f/c2/1c/cast-level-5-rattle-220767-32552_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,5.0,"schön, aber eng","Tolles, solide gearbeitetes und stabiles Puzzle, das gut in der Hand liegt und Spass macht zu lösen. Ein Schritt ist recht knifflig, da es nur sehr eng und knapp geht.",cast-level-3-cross,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-3-cross.html,https://www.jugglux.ch/media/image/5b/c3/b7/cast-level-3-cross-288923-48058_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,4.5,"Einfach, aber sehr schön","Auseinander nehmen ist extrem leicht, zusammensetzen beim ersten Mal etwas schwieriger (besonders, wenn man es nicht selber auseinandergenommen hat). Solid gearbeitet und sehr stabil. Lösbar für alle.",cast-level-1-diamond,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-1-diamond.html,https://www.jugglux.ch/media/image/be/e0/29/cast-level-1-diamond-223798-39157_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,4.0,Geduldsspiel bis alles passt,"Ich hatte relativ schnell eine Idee, wie es möglicherweise zu lösen ist. Damit es dann aber geht, braucht es viel Geduld und ""Gefidel"". Es muss alles ganz genau stimmen, damit es sich löst. Dran bleiben und Präzisionsarbeit ist gefragt.",cast-level-6-nutcase,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-6-nutcase.html,https://www.jugglux.ch/media/image/0a/67/22/cast-level-6-nutcase-220202-30139_600x600.jpg
2024-01-02,2. Januar 2024,LiKe,5.0,Cast Dot,"Relativ einfaches Puzzle, aber es macht Spass. Das Zusammensetzen fand ich schwieriger als das Auseinandernehmen.",cast-level-2-dot,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-2-dot.html,https://www.jugglux.ch/media/image/51/6b/6e/cast-level-2-dot-224562-40665_600x600.png
2024-01-02,2. Januar 2024,LiKe,5.0,Cast Planet - geht auch mit Zufall,"Ich habe das Puzzle beim ersten Mal eher per Zufall gelöst. Plötzlich hatte ich die zwei Teile in der Hand. Für mich daher weniger als Level 4 (eher 2).
Das Puzzle sieht aber super aus, animiert zum Spielen (Einsatz mit Schülern) und ist für alle lösbar.",huzzle-cast-level-4-planet,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/huzzle-cast-level-4-planet.html,https://www.jugglux.ch/media/image/50/77/1c/huzzle-cast-level-4-planet-276341-47462_600x600.jpg
2024-01-01,1. Januar 2024,Gaspard,5.0,"Schön gestaltet, herzig diese Schwinger ;-)","Für Szenis, die Schwinger mögen",legenden-quartett-schwingen,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/quartett/legenden-quartett-schwingen.html,https://www.jugglux.ch/media/image/80/a6/39/legenden-quartett-schwingen-276462-47429_600x600.jpg
2024-01-01,1. Januar 2024,,0.5,Schrott,"Sehr nervöses Spiel, nach 10 Minuten war's kaputt.",memory-und-follow-me-game-licht-und-sound-2in1-spiel,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/logikspiele/memory-und-follow-me-game-licht-und-sound-2in1-spiel.html,https://www.jugglux.ch/media/image/52/47/60/memory-und-follow-me-game-licht-sound-2in1-spiel-229043-44903_600x600.jpg
2024-01-01,1. Januar 2024,Gaspard,5.0,Super Design-und Konstruktionsspiel für ALLE,"Sehr inspirierendes, noch nie gesehenes Design- und Konstruktionsspiel, das das Herz von Ästheten-Eltern höher schlagen lässt. Unzählige Ideen sind möglich, mit dem Machen kommen unerwartete Möglichkeiten. Super für alle Alter, aber sehr teuer für die 42 Teile. Wenn zwei Kinder spielen, ist der Streit programmiert, da zu wenige Teile.",clixo-rainbow-pack-mit-42-teilen,https://www.jugglux.ch/experimente-und-magie/bau-und-experimentierkasten/clixo-magnetspielzeug/clixo-rainbow-pack-mit-42-teilen.html,https://www.jugglux.ch/media/image/4d/70/ef/clixo-rainbow-pack-mit-42-teile-294293-48288_600x600.jpg
2024-01-01,1. Januar 2024,Gaspard,5.0,Wirklich für Gross und Klein(er),"Gutes Spiel für Zürcher Kinder. Auch 8 Jährige kommen mit und lernen ziemlich viel über Zürich und die Schweiz. Unbedingt mit Erwachsenen zusammen spielen, die den Wissens-Support leisten.",du-bisch-vo-zueri-das-regionale-wissensspiel,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/du-bisch-vo-zueri-das-regionale-wissensspiel.html,https://www.jugglux.ch/media/image/98/fd/81/du-bisch-vo-zuri-das-regionale-wissensspiel-257629-46442_600x600.jpg
2024-01-01,1. Januar 2024,Gaspard,5.0,Cool,Brutal schön diese Architektur,weltquartett-brutalismus,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/quartett/weltquartett-brutalismus.html,https://www.jugglux.ch/media/image/a6/ac/f2/weltquartett-brutalismus-258505-46457_600x600.jpg
2024-01-01,1. Januar 2024,Daniel,5.0,Sehr zufrieden,"Gutes Gewicht und optisch sehr schön, würde ihn wieder kaufen.",bravo-stick-pro-flowerstick-sailor,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-stick-pro-flowerstick-sailor.html,https://www.jugglux.ch/media/image/84/37/cd/bravo-stick-pro-flowerstick-sailor-235166-37344_600x600.jpg
2024-01-01,1. Januar 2024,Mikado,4.5,praktisch,Benötige diesmal das «Drachenbauzubehör» um einen Mückennetz-Kopfschutz an einem Schlafsack zu basteln. Dazu sind die feinen Stäbe ideal.,fiberglasstab-2mm-200cm-weiss,https://www.jugglux.ch/outdoor-und-freizeit/drachen-und-zubehoer/zubehoer-fuer-drachen/fiberglas-staebe/fiberglasstab-2mm-200cm-weiss.html,https://www.jugglux.ch/media/image/3f/ab/6c/fiberglasstab-2mm-200cm-weiss-235825-30318_600x600.jpg
2024-01-01,1. Januar 2024,Stefan,5.0,Schöne Erweiterung für einen Klassiker.,Siedler ohne Erweiterung ist ja schon top. Die Erweiterung bringt noch mehr Abwechslung ins Spiel. Aus meiner Sicht eine unkomplizierte Erweiterung des Spiels.,die-siedler-von-catan-erweiterung-seefahrer,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/erweiterungen/die-siedler-von-catan-erweiterung-seefahrer.html,https://www.jugglux.ch/media/image/fb/6d/b6/31111_600x600.jpg
2023-12-29,29. Dezember 2023,Luzia,5.0,Geeignet für Anfänger,"Liegt gut in der Hand, mein Sechsjähriger hat Freude daran.",magnetischer-speedcube-2x2-shengshou-stickerless,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/speedcubes/magnetischer-speedcube-2x2-shengshou-stickerless.html,https://www.jugglux.ch/media/image/fe/d0/3a/magnetischer-speedcube-2x2-shengshou-stickerless-227783-43664_600x600.jpg
2023-12-27,27. Dezember 2023,David Peter,4.5,Cooles Spielzeug für Kinder,Die Kinder hatten grossen Spass an den beiden Bobs. Dank der guten Schneeverhältnissen im Engadin ist das eine passende Abwechslung zum Wintersport.,spiel-bob-viererbob-schweiz-fuer-bobbahnen-im-schnee,https://www.jugglux.ch/outdoor-und-freizeit/outdoor-und-gartenspiele/mini-bob-fuer-im-schnee/spiel-bob-viererbob-schweiz-fuer-bobbahnen-im-schnee.html,https://www.jugglux.ch/media/image/7d/45/5b/spiel-bob-viererbob-schweiz-fur-bobbahnen-im-schnee-236603-36418_600x600.jpg
2023-12-26,26. Dezember 2023,Franziska,5.0,"Schnelle Lieferung, top Qualität","Wunderschöne Karten! Tricks noch nicht geübt.einfache Bestellung, schnelle Lieferung",lionel-zauberkarten-deck-kartenset-mit-video-tutorials,https://www.jugglux.ch/experimente-und-magie/zauberartikel-shop/cardistry-karten/lionel-zauberkarten-deck-kartenset-mit-video-tutorials.html,https://www.jugglux.ch/media/image/b8/23/af/Lionel-Zauberkarten-Deck-Kartenset-mit-Video-Tutorials_600x600.jpg
2023-12-26,26. Dezember 2023,RG,5.0,"Lieferung super schnell, Artikel top","Nach einer kurzen, informativen Beratung bestellt - Tags darauf bereits geliefert - Yoyo sieht super aus, ist sehr stabil und läuft perfekt",blau,https://www.jugglux.ch/outdoor-und-freizeit/yoyo-shop/freilauf-yoyos/iyoyo-shooting-star-aurora-gelb/blau.html,https://www.jugglux.ch/media/image/ff/c5/d2/iYoYo-Shooting-Star-Aurora-gelb-blau_600x600.jpg
2023-12-21,21. Dezember 2023,Marisa,5.0,Monocycle,"Maison sérieuse, compétente et rapide dans l’envoi, excellent contact par téléphone,
article correspondant à nos attente (mono cycle)
pas encore testé car cadeau de Noël!
Merci",qu-ax-luxus-einrad-20-zoll-die-stabilen-weiss,https://www.jugglux.ch/outdoor-und-freizeit/einrad-und-zubehoer/20-zoll-einraeder-qu-ax/qu-ax-luxus-einrad-20-zoll-die-stabilen-weiss.html,https://www.jugglux.ch/media/image/46/3f/fb/qu-ax-luxus-einrad-20-zoll-die-stabilen-weiss-235905-30768_600x600.jpg
2023-12-21,21. Dezember 2023,Eveline,5.0,Perfekt,"Der Ball hält was er verspricht. Mein Sohn ist begeistert, sein momentanes Lieblingsspielzeug.",waboba-moon-ball-gradient,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gumpi-baelle-und-flummis/waboba-moon-ball-gradient.html,https://www.jugglux.ch/media/image/17/77/0c/45526_600x600.jpg
2023-12-21,21. Dezember 2023,UrsWäiederkehr,5.0,Carambolsteine,"Leider ist der grosse weisse Spielstein nicht original.
Zu leicht er spickt beim spielen immer hinaus, seit 40 Jahrwn noch nie passiert!!!",original-carambole-steine-standard-aus-kunststoff,https://www.jugglux.ch/spiele-und-geschenke/gesellschaftsspiele/carambole-brett-und-zubehoer/original-carambole-steine-standard-aus-kunststoff.html,https://www.jugglux.ch/media/image/44/c0/36/original-carambole-steine-standard-aus-kunststoff-222767-37453_600x600.jpg
2023-12-17,17. Dezember 2023,Nadja,5.0,Faszinierend,Der Hand Boiler kommt sowohl bei Kindern als auch bei Erwachsenen super an.,hand-boiler-physikalisches-experiment,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/diverse-physikalische-spiele/hand-boiler-physikalisches-experiment.html,https://www.jugglux.ch/media/image/33/b6/87/hand-boiler-physikalisches-experiment-233060-44586_600x600.jpg
2023-12-16,16. Dezember 2023,Brigitte Keller,5.0,Bastelbogen Kyburg,"Tip tope Kindheitserinnerung
Schule",modellbogen-kyburg,https://www.jugglux.ch/experimente-und-magie/bastelbogen-und-modellbogen/modellbogen/modellbogen-kyburg.html,https://www.jugglux.ch/media/image/ed/f0/38/modellbogen-kyburg-230418-33441_600x600.jpg
2023-12-15,15. Dezember 2023,Jakob Zäch,5.0,Glücksrad,,gluecksrad-aus-holz-35cm,https://www.jugglux.ch/spiele-und-geschenke/spielmaterial/zubehoer-und-buecher-ueber-spiele/gluecksrad-aus-holz-35cm.html,https://www.jugglux.ch/media/image/0b/5e/23/glucksrad-aus-holz-35cm-225368-42007_600x600.jpg
2023-12-15,15. Dezember 2023,Dagmar,5.0,"Schönes Spiel, tolles Thema","Anno Domini ist sowieso ein tolles Spiel, das auch Nichtspieler begeistern kann. Als begeisterte Seglerin und Freundin der Seefahrt ist mir dieses Set natürlich besonders sympathisch und auch ein tolles Geschenk für Seglerfreunde.",anno-domini-die-flieger-und-seefahrer,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/anno-domini/anno-domini-die-flieger-und-seefahrer.html,https://www.jugglux.ch/media/image/f0/ce/7c/anno-domini-die-flieger-und-seefahrer-220283-30567_600x600.jpg
2023-12-14,14. Dezember 2023,Katja,5.0,Sehr schöne Würfel,Top,regenbogen-spielwuerfel-16mm,https://www.jugglux.ch/spiele-und-geschenke/wuerfel-fuer-spiele/wuerfel-mit-6-flaechen/regenbogen-spielwuerfel-16mm.html,https://www.jugglux.ch/media/image/7d/07/ab/regenbogen-spielwurfel-16mm-223211-38058_600x600.jpg
2023-12-13,13. Dezember 2023,Gerhard,5.0,Guter Effekt,"Die Brille, obwohl aus Karton, ist recht stabil und sitzt gut auf der Nase.
Die farbigen Filter sind von guter Qualität - bei entsprechend guten Anaglyphenbildern empfindet man einen hervorragenden dreidimensionalen Effekt.",gruen,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/3d-brillen/3d-brille-aus-papier-rot/gruen.html,https://www.jugglux.ch/media/image/12/56/34/3d-brille-aus-papier-rot-grun-230437-33750_600x600.jpg
2023-12-13,13. Dezember 2023,Gerhard,5.0,Guter Effekt,"Die Brille, obwohl aus Karton, ist recht stabil und sitzt gut auf der Nase.
Die farbigen Filter sind von guter Qualität - bei entsprechend guten Anaglyphenbildern empfindet man einen hervorragenden dreidimensionalen Effekt.",cyan,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/3d-brillen/3d-brille-aus-papier-rot/cyan.html,https://www.jugglux.ch/media/image/a8/5b/9d/3d-brille-aus-papier-rot-cyan-230436-33749_600x600.jpg
2023-12-13,13. Dezember 2023,Schmied f,5.0,Büroklammer Tannenbaum,"Sehr schönes Produkt, sieht toll aus, und die Lieferung war fantastisch. Kaum bestellt schon hatten wir es im Haus. ganz herzlichen Dank",bueroklammern-tannenbaum,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/weihnachtliche-kleinigkeiten/bueroklammern-tannenbaum.html,https://www.jugglux.ch/media/image/7d/d5/87/buroklammern-tannenbaum-228240-44182_600x600.jpg
2023-12-12,12. Dezember 2023,Terry,5.0,Pfeifplättchen,Kindheitserinnerung!! Mein Enkel hat sich so sehr darüber gefreut. Einfach immer noch cool,vogelstimmen-pfeifplaettchen,https://www.jugglux.ch/kurioses-und-kultiges/musikdosen-und-instrumente/geraeusch-und-tonerzeuger/vogelstimmen-pfeifplaettchen.html,https://www.jugglux.ch/media/image/3b/a1/b8/vogelstimmen-pfeifplattchen-219212-21762_600x600.jpg
2023-12-12,12. Dezember 2023,Linus,3.5,Ziemlich cool,"Leider aus Plastik und nicht wie erhofft aus Glas, „Nähte“ nicht ganz sauber, jedoch ziemlich cool und zu empfehleb für Chemiebegeisterte",shotglaeser-im-chemielabor-stil,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/freche-geschenke/shotglaeser-im-chemielabor-stil.html,https://www.jugglux.ch/media/image/3f/19/00/0010FFF9-800-800_600x600.jpg
2023-12-11,11. Dezember 2023,Corinne,5.0,Super,"Preis-Leistung stimmt.
Ein gutes Rätsel mit einem Quäntchen Verzweiflung. Sehr präzise gearbeitet. Und die Lösung geht ohne kraft.",cast-level-1-diamond,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-1-diamond.html,https://www.jugglux.ch/media/image/be/e0/29/cast-level-1-diamond-223798-39157_600x600.jpg
