date,date_raw,author,rating,title,text,product_slug,product_url,image_url
2025-04-23,23. April 2025,Andrea,5.0,Nulli 0.0,"Nulli 0.0 ist ein einfaches und kurzweiliges Spiel. Wir spielten es mit Kinder und Grosseltern. Es gehört Glück und clevernes dazu. Ist schnell erklärt, die Spielregeln klar verständlich. Nun steigen wir ein Level auf ;o)",wuerfelspiel-nulli-0.0,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/wuerfelspiele/wuerfelspiel-nulli-0.0.html,https://www.jugglux.ch/media/image/ea/e1/74/nulli-0-0_600x600.jpg
2025-04-18,18. April 2025,Edith Zimmermann,5.0,coole Überraschung,war coole Überraschung... passt gerade auch zu Ostern,eier-flummi-springball,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gumpi-baelle-und-flummis/eier-flummi-springball.html,https://www.jugglux.ch/media/image/3c/06/93/Eier-Flummi-Springball-5038728115039_600x600.jpg
2025-04-15,15. April 2025,Kate,5.0,Nostalgisch,"Entspricht den Bilder, Schnelle Lieferung, tolle nostalgische Optik",glasfaser-lampe-fibre-optic-ice-lamp,https://www.jugglux.ch/spiele-und-geschenke/haushalt-und-gadgets/kueche-und-haushalt/glasfaser-lampe-fibre-optic-ice-lamp.html,https://www.jugglux.ch/media/image/5b/1a/a9/glasfaser-lampe-blau-fibre-optic-ice-lamp-261077-46557_600x600.jpg
2025-04-14,14. April 2025,Gery Stadler,5.0,Nulli 1.0,Cooles schnell gespieltes Spiel mit hohem Wiederspielreiz! Auch als Absacker super geeignet.,wuerfelspiel-nulli-1.0,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/wuerfelspiele/wuerfelspiel-nulli-1.0.html,https://www.jugglux.ch/media/image/cc/42/b6/nulli-1-0_600x600.jpg
2025-04-12,12. April 2025,Tatyana,5.0,Fantasiewelt - Edelsteine die genau betrachtet werden.,"Thema Edelsteine attraktiv, genaues Hinschauen, Überraschungen mit Punkten,",grosse-kleine-edelsteine-nominiert-zum-kinderspiel-des-jahres-2024,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/kinderspiele/grosse-kleine-edelsteine-nominiert-zum-kinderspiel-des-jahres-2024.html,https://www.jugglux.ch/media/image/d3/f0/d3/Grosse-kleine-Edelsteine-4001504406561_600x600.jpg
2025-04-10,10. April 2025,Eva Krohn,5.0,Lustiges Spielball mit Technik und sehr schnell geliefert,,plug-und-play-ball-logikspiel,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/logikspiele/plug-und-play-ball-logikspiel.html,https://www.jugglux.ch/media/image/45/4d/9f/Plug-n-Play-Ball-Logikspiel-5414301524939_600x600.jpg
2025-04-10,10. April 2025,Lio,4.0,Toll!,Funktioniert auf dem Teppich am besten. Alle Kinder waren bestens unterhalten.,huepfender-frosch-aus-blech,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/blechspielzeug/huepfender-frosch-aus-blech.html,https://www.jugglux.ch/media/image/a6/8c/26/hupfender-frosch-aus-blech-216666-21587_600x600.jpg
2025-04-10,10. April 2025,Lio,5.0,Sehr günstig und super!,"Mein Neffe kann gar nicht mehr wegschauen. Der Kreisel macht auch ein tolles Surrgeräusch. Es ist nicht ganz einfach, ihn zum Kreiseln zu bringen, dies machen wohl besser die grösseren Kinder.",blechkreisel-mittel-brummkreisel-fantasia,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/kreisel-und-gyroscope/blechkreisel-mittel-brummkreisel-fantasia.html,https://www.jugglux.ch/media/image/16/69/97/Blechkreisel-mittel-Brummkreisel-Fantasia-5208006130904_600x600.jpg
2025-04-10,10. April 2025,Lio,5.0,Wie früher!,"Ich hatte als Kind selber einen Wurrli und habe ihn geliebt. Meinem Gottenkind (5) habe ich Tricks damit beigebracht und sie liebt es, andere damit zum Staunen zu bringen.",magischer-wurm-wurrli,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/magischer-wurm-wurrli.html,https://www.jugglux.ch/media/image/56/77/95/magischer-wurm-wurrli-263936-46823_600x600.jpg
2025-04-10,10. April 2025,Lio,5.0,Nostalgie pur,"Meine Grosseltern hatten immer solche Zwerglein, mit denen wir ganze Rennen veranstalteten. Auch bei der heutigen Generation sind die Zwerglein noch beliebt. Am besten purzeln sie auf einem nicht zu glatten Untergrund, zB. schrägem Teppich oder einem Badetuch. So simpel und doch so toll.",purzel-zwerglein-gross,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/purzelzwerge/purzel-zwerglein-gross.html,https://www.jugglux.ch/media/image/e5/bb/b8/purzel-zwerglein-gross-216674-21605_600x600.jpg
2025-04-10,10. April 2025,Lio,5.0,Tolles Spielzeug,"Ein Spielzeug wie früher. Der Kreisel hüpft und pfeift und kreiselt dann sehr lange. Man kann ihn auch etwas anstossen und schauen, wie er reagiert. Wenn man den Dreh raushat, macht es total Spass. Die Kinder sind ganz fasziniert, dass dies ohne Batterie möglich ist.
Ich habe ein anderes Muster als auf dem Bild erhalten, dies ist jedoch kein Problem und den Kindern gefällt das Muster.",huepf-blechkreisel-balou,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/kreisel-und-gyroscope/huepf-blechkreisel-balou.html,https://www.jugglux.ch/media/image/e2/63/f5/hupf-blechkreisel-balou-230735-36986_600x600.jpg
2025-04-10,10. April 2025,Lio,5.0,Genial,"'Schildi' ist ganz toll und wird bei uns heiss geliebt. Gemütlich wandert sie durchs Zimmer. Die Qualität ist sehr gut und sie ist schön gestaltet. Die Kinder sind total fasziniert, dass sie ohne Batterien funktioniert.",wandernde-schildkroete-walking-tortoise-blechspielzeug,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/blechspielzeug/wandernde-schildkroete-walking-tortoise-blechspielzeug.html,https://www.jugglux.ch/media/image/7a/51/fa/wandernde-schildkrote-walking-tortoise-blechspielzeug-39347_600x600.jpg
2025-04-10,10. April 2025,Lio,4.0,Toll,"Ich habe den Hahn gekauft, weil ich selber so einen hatte als Kind. Er funktioniert tiptop und hüpft im Kreis herum. Sehr günstig!",pickhahn-aus-blech,https://www.jugglux.ch/kurioses-und-kultiges/nostalgie-und-klassiker/blechspielzeug/pickhahn-aus-blech.html,https://www.jugglux.ch/media/image/0e/38/1e/pickhahn-aus-blech-216670-21593_600x600.jpg
2025-04-10,10. April 2025,Lio,4.0,Toll!,"Fido ist genial. Es ist eine echte Spardose, die auf der Unterseite mit einem Schlüsselchen geöffnet werden kann. Wenn man eine Münze (oder etwas anderes flaches) hinlegt, kommt Fido aus der Hütte und nimmt es mit. Der Hund ist nicht ganz so dreidimensional gestaltet. Die Kinder lieben ihn trotzdem :)",spardose-blech-hund-fido,https://www.jugglux.ch/spiele-und-geschenke/haushalt-und-gadgets/spardosen/spardose-blech-hund-fido.html,https://www.jugglux.ch/media/image/11/a7/f2/spardose-blech-hund-fido-220097-21570_600x600.jpg
2025-04-10,10. April 2025,Jasmin,5.0,Top,"Ich liebe ihn hab ihn jetzt schon zum dritten mal gekauft, weil ich ihn schon 2 mal verloren habe. Würde ihn immerwider kaufen",bravo-lunastick-eclipse-berlin-green,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-lunastick-eclipse-berlin-green.html,https://www.jugglux.ch/media/image/60/68/f9/bravo-lunastick-eclipse-berlin-green-235210-41848_600x600.jpg
2025-04-07,7. April 2025,cornelia Blum,5.0,lässig,perfekt,gymnastiktuecher-set-mit-12-bunten-tuechern,https://www.jugglux.ch/jonglieren-und-artistik/jonglier-ringe-teller-tuecher/jonglier-tuecher/gymnastiktuecher-set-mit-12-bunten-tuechern.html,https://www.jugglux.ch/media/image/7a/38/50/gymnastiktucher-set-mit-6-bunten-tuchern-266609-46994_600x600.jpg
2025-04-07,7. April 2025,cornelia blum,5.0,witzig,witzig listig,magic-butterfly-aufzieh-schmetterling,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/kleine-geschenke/magic-butterfly-aufzieh-schmetterling.html,https://www.jugglux.ch/media/image/a4/65/97/Magic-Butterfly-Aufzieh-Schmetterling-4032722964038_600x600.jpg
2025-04-07,7. April 2025,cornelia blum,5.0,super,super,japan-papierball-klein-12cm,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/japan-papierball-klein-12cm.html,https://www.jugglux.ch/media/image/b1/b0/71/japan-papierball-klein-12cm-216574-21423_600x600.jpg
2025-04-06,6. April 2025,Ursi,5.0,Gloschli ist ein super cooles Spiel!,"Gloschli ist ein super cooles Spiel!
Schon nach ein paar Runden hat man das Spiel verstanden. Die Anleitung ist super intuitiv und kurz gefasst, und es gibt auch Variationen, die das Spiel noch unterhaltsamer machen. Als Bonus sind die Karten sehr härzig gestaltet.",gloschli-das-kultige-kartenspiel-aus-bern,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/gloschli-das-kultige-kartenspiel-aus-bern.html,https://www.jugglux.ch/media/image/19/e0/c8/gloschli-das-kultige-kartenspiel-aus-bern-241001-45577_600x600.jpg
2025-04-06,6. April 2025,Eva Krohn,5.0,"Schöne und lustige Spielsachen online zu kaufen, Versand perfekt","gute unsd schöne Spielsachen gut gezeigt online zu kaufen, Versandt perfekt,",butterfly-kite-ruby-r-schmetterling-drachen,https://www.jugglux.ch/outdoor-und-freizeit/drachen-und-zubehoer/kinderdrachen/butterfly-kite-ruby-r-schmetterling-drachen.html,https://www.jugglux.ch/media/image/b5/b4/46/butterfly-kite-ruby-r-schmetterling-drachen-235925-30927_600x600.jpg
2025-04-05,5. April 2025,Fredy,5.0,Alles andere als einfach und mir scheint die Lösung jedes Mal etwas anders zu sein kann also mehrmals Spass bereiten!!,,cast-level-2-a-und-a,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/cast-level-2-a-und-a.html,https://www.jugglux.ch/media/image/25/9a/60/Cast-Level-2-a-und-a-5407005150191_600x600.jpg
2025-04-02,2. April 2025,,5.0,Windspiel,"Ich habe eine Nachbestellung gemacht, da das Windspiel meine Vorstellungen übertroffen hat. Sehr schön!",hot-air-balloon-twist-sunrise-windspiel,https://www.jugglux.ch/outdoor-und-freizeit/windspiele/windspiele-spiralen/hot-air-balloon-twist-sunrise-windspiel.html,https://www.jugglux.ch/media/image/dd/47/88/hot-air-balloon-twist-sunrise-windspiel-237839-21635_600x600.jpg
2025-04-01,1. April 2025,Kael,4.5,Holzreifen,"Es sind sehr stabile Ringe, aber sie sind nich alle genau gleich rund.",gymnastik-reifen-holz-80cm,https://www.jugglux.ch/outdoor-und-freizeit/hulahoop-reifen/hula-hoops-aus-holz/gymnastik-reifen-holz-80cm.html,https://www.jugglux.ch/media/image/38/0c/02/gymnastik-reifen-holz-80cm-235736-21312_600x600.jpg
2024-07-29,29. Juli 2024,Dunsi,5.0,Fackelseil,"Ich nehme es für Angelwings/ Snakes und bin mit diesem Fackelseil sehr zufrieden, da es sehr saugfähig und geschmeidig ist ! -> Achtung sehr grosse Flamme, wenn man sie nicht schwingt !",fackelseil-1.5cm,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/feuerdocht/fackelseil-1.5cm.html,https://www.jugglux.ch/media/image/64/27/48/fackelseil-1-5cm-233532-20379_600x600.jpg
2024-07-27,27. Juli 2024,Debby,5.0,Chromino,"Unkomplizierte Bestellung, konnte mit twint direkt bezahlen, sehr schnelle Lieferung (trotz B-Post) mit einer extra Spielanleitung auf Deutsch in einem Couvert, tolles Spiel.",chromino-refresh,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/familienspiele/chromino-refresh.html,https://www.jugglux.ch/media/image/a8/72/7b/3558380108092_600x600.jpg
2024-07-22,22. Juli 2024,La,5.0,"Super Jonglier-Spielzeug, robust und einfach aufgebaut","Der Gora Dragon Staff ist schnell zusammengebaut, komplett mit Aufbefahrungsbeutel für die Feueraufsätze und deren Klemmen sowie den Sechskantschlüssel. Einziges Manko (aber bereits bekannt beim Kauf): die 1.5m Stange kann nicht zerlegt werden und ist deshalb schwieriger zu transportieren, aber auch stabiler.
Angenehmes Gefühl zum Jonglieren mit idealem Gewicht und ""Marker"" in der Mitte des Stabs zum Ausbalancieren. Würde ich sofort weiterempfehlen! Auch die Lieferung von Jugglux verlief schnell und unkompliziert. Vielen Dank!",gora-dragon-staff-light-alu-8-head,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/fire-staff/gora-dragon-staff-light-alu-8-head.html,https://www.jugglux.ch/media/image/be/7e/31/gora-dragon-staff-light-alu-dragon-staff-mit-adapter-2350-39487_600x600.jpg
2024-07-22,22. Juli 2024,Ellero Ziegler,5.0,"Perfekt/ Top Produkt, schnelle Lieferung",Alles bestens. Keinerlei Reklamationen,love-letter-kartenspiel,https://www.jugglux.ch/spiele-und-geschenke/kartenspiele/kartenspiele-fuer-erwachsene/love-letter-kartenspiel.html,https://www.jugglux.ch/media/image/3e/ee/a3/Love-Letter-Spiel-kaufen-Kartenspiel-Deutsch-4015566603189_600x600.jpg
2024-07-18,18. Juli 2024,,5.0,sehr gut,"sehr gutes Produkt. Leider etwas gross (Einheitsgrösse) und wenn man kleine Hände hat sehr gewöhnungsbedürftig. Nach einer Weile ist es aber kein Problem mehr. Man merkt absolut nichts von der Hitze. Nutze es aktuell aber vorwiegend um mich an das Jonglieren mit Feuerkeulen zu gewöhnen, ohne Angst eines Fehlgriffs haben zu müssen.",kevlar-handschuhe-paar-einheitsgroesse,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/feuer-baelle-zum-jonglieren/kevlar-handschuhe-paar-einheitsgroesse.html,https://www.jugglux.ch/media/image/c0/5a/9b/Kevlar-Handschuhe-Paar-Einheitsgroesse_600x600.jpg
2024-07-18,18. Juli 2024,Jan,5.0,Sehr gut,"Ist in 3 Arbeitstage angekommen, perfeckt",gummierter-schraubverbinder-fuer-contact-staff-portable,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/fire-staff/gummierter-schraubverbinder-fuer-contact-staff-portable.html,https://www.jugglux.ch/media/image/f4/2d/09/gummierter-schraubverbinder-fur-contact-staff-portable-234-38604_600x600.jpg
2024-07-17,17. Juli 2024,Rainer,5.0,Peitschenkreisel,Das Produkt entspricht voll meinen Erwartungen.,wurfkreisel-peitschenkreisel-natur-inkl.-peitsche,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/kreisel-und-gyroscope/wurfkreisel-peitschenkreisel-natur-inkl.-peitsche.html,https://www.jugglux.ch/media/image/c9/49/4a/wurfkreisel-peitschenkreisel-natur-inkl-peitsche-258043-46362_600x600.jpg
2024-07-16,16. Juli 2024,Renato,3.0,"Schön, aber eher Level 4","Schönes Knobelspiel, sauber verarbeitet, jedoch etwas zu teuer. Leider brauchte ich keine 30min. bis zur Lösung. Für ein Level 6 eindeutig zu einfach.",master-sword-the-legend-of-zelda-cast-level-6,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/cast-knobelspiele-metall/master-sword-the-legend-of-zelda-cast-level-6.html,https://www.jugglux.ch/media/image/b6/8e/64/Cast-Knobelspiel-Level-6-Master-Sword-The-Legend-of-Zelda-5407005151440_600x600.jpg
2024-07-15,15. Juli 2024,Leonora Ambauen,5.0,Supeeer :),"Ich habe das Produkt online bestellt und bin sehr zufrieden, es wurde schnell geliefert und es funktioniert einwandfrei. Es macht mega Spass, damit zu spielen. Ich habe es bereits an einige Festivals mitgenommen. merci!!",led-glow-poi-fade-mit-fingerschlaufe,https://www.jugglux.ch/jonglieren-und-artistik/poi-leuchtpoi-levistick-und-zubehoer/led-poi-und-leucht-poi/led-glow-poi-fade-mit-fingerschlaufe.html,https://www.jugglux.ch/media/image/c3/c5/d1/led-glow-poi-fade-mit-fingerschlaufe-245520-45832_600x600.jpg
2024-07-15,15. Juli 2024,Leonora Ambauen,5.0,ICH LIEBE ES,"Vielen Dank. Ich liebe es, ich spiele jeden Tag damit und habe am Burning Mountain Festival viele Tricks dazugelernt. Es macht mega Spass! :))",bravo-lunastick-elements-water,https://www.jugglux.ch/jonglieren-und-artistik/flowersticks-devilsticks-buugeng/lunastix-und-flowersticks/bravo-lunastick-elements-water.html,https://www.jugglux.ch/media/image/0d/da/3a/Bravo-Lunastick-Elements-Water_600x600.jpg
2024-07-15,15. Juli 2024,Jana,5.0,Sehr spannende Erweiterung für Flügelschlag,"Die Erweiterung enthält eine Duellversion, die das Spiel zu zweit deutlich kompetitiver macht. Der Schwarmmodus ist super um das Spiel kürzer zu halten bei grossen Gruppen. Die Karten, die auch einfach in das Grundspiel gemischt werden können, sind sehr schön illustriert und uns hat die Kartengruppe ""Am Rundenende"" sehr gut gefallen.",fluegelschlag-asien-erweiterung,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/erweiterungen/fluegelschlag-asien-erweiterung.html,https://www.jugglux.ch/media/image/d8/3e/d9/Spiel-Fluegelschlag-Asien-Erweiterung-4260705310187_600x600.jpg
2024-07-09,9. Juli 2024,Peter Keller,5.0,Pyro Star für Fackeln,Brauchen es für eine Theaterproduktion in einem Zelt. Gibt gut sichtbares rätliches Feuer! Sind sehr zufrieden!,pyro-star-fuer-fackeln-1-liter-raucharm,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/anzuendfluessigkeit/pyro-star-fuer-fackeln-1-liter-raucharm.html,https://www.jugglux.ch/media/image/53/30/42/Pyro-Star-fuer-Fackeln-1-Liter-raucharm_600x600.jpg
2024-07-07,7. Juli 2024,A,5.0,Tiptop,"Die Würfel sind genau das, was ich gesucht habe. Sehr schnelle Lieferung. Ich hin zufrieden.",blanko-holzwuerfel-16mm-set-mit-25-stk,https://www.jugglux.ch/spiele-und-geschenke/wuerfel-fuer-spiele/wuerfel-mit-6-flaechen/blanko-holzwuerfel-16mm-set-mit-25-stk.html,https://www.jugglux.ch/media/image/b0/58/f9/blanko-holzwurfel-16mm-set-mit-25-stk-254711-46133_600x600.jpg
2024-07-03,3. Juli 2024,Staub,5.0,Perfekt für Knobelfreunde,"Schwierig, aber lösbar",escape-welt-quest-tower,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/geduldspiele-aus-holz/escape-welt-quest-tower.html,https://www.jugglux.ch/media/image/d2/f7/4a/Escape-Welt-Quest-Tower-0038657354788_600x600.jpg
2024-07-02,2. Juli 2024,Nutt Christina,5.0,Cooles kleines Geschenk,"Leuchtend, bunt, praktisch - ein ideales kleines Bhaltis zum Schuljahresabschluss.",schluesselanhaenger-flauschiger-stressball-einhorn-fell,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/gag-baelle-und-spezial-baelle/schluesselanhaenger-flauschiger-stressball-einhorn-fell.html,https://www.jugglux.ch/media/image/f7/85/2f/schlusselanhanger-flauschiger-stressball-einhorn-fell-2-48047_600x600.jpg
2024-07-01,1. Juli 2024,Nina Paunovic,5.0,Excellent!,Ich bin sehr zufrieden! Liegt sehr gut in der Hand. Das Zerlegen ist für mein Leben im Auto ideal! Ich liebe es :D,contact-staff-portable-feuerstab-gora-in-3-teilen,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/fire-staff/contact-staff-portable-feuerstab-gora-in-3-teilen.html,https://www.jugglux.ch/media/image/93/4d/42/contact-staff-portable-feuerstab-gora-in-3-teilen-234014-30289_600x600.jpg
2024-07-01,1. Juli 2024,Berkan,5.0,Hacksack,,kickball-footbag-rasta,https://www.jugglux.ch/outdoor-und-freizeit/outdoor-und-gartenspiele/footbags-und-hackysack/kickball-footbag-rasta.html,https://www.jugglux.ch/media/image/09/4f/79/kickball-footbag-rasta-237162-38471_600x600.jpg
2024-07-01,1. Juli 2024,Noah,5.0,Top Gewicht,Die Bälle sind etwas grösser und haben ein angenehmes Gewicht. Habe die Bälle mit Anfängern getestet und es passte. Für kleinere Hände möglicherweise etwas schwieriger aber auch die haben es gemeistert. Würde ich wieder bestellen und superschnelle Lieferung,jonglierball-beanbag-130g-blau-mit-schwarz,https://www.jugglux.ch/jonglieren-und-artistik/baelle-zum-jonglieren/jonglierbaelle-zum-trainieren/jonglierball-beanbag-130g/jonglierball-beanbag-130g-blau-mit-schwarz.html,https://www.jugglux.ch/media/image/d2/b1/e1/jonglierball-beanbag-130g-blau-mit-schwarz-233624-20491_600x600.jpg
2024-06-29,29. Juni 2024,Pasquale Arleo,3.5,"Idee gut, bei 1 von 2 Tischbomben hat die Zündschnur nicht funktioniert",,tischbombe-leer-gross-max-200g-einfuellen,https://www.jugglux.ch/spiele-und-geschenke/geschenkideen/leere-tischbomben/tischbombe-leer-gross-max-200g-einfuellen.html,https://www.jugglux.ch/media/image/6f/3d/85/tischbombe-leer-gross-max-200g-einfullen-220050-20910_600x600.jpg
2024-06-28,28. Juni 2024,Manu,4.5,Smart!,"Sehr gerne wird das Spiel von den 6-9-jährigen Kindern gespielt. Die Kätzchen sprechen insbesondere viele Mädchen an, doch auch die Jungs fordern sich immer wieder selbst mit Hilfe der verschiedenen Niveaus.",cats-und-boxes-alles-fuer-die-katz-logikspiel,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/logikspiele/cats-und-boxes-alles-fuer-die-katz-logikspiel.html,https://www.jugglux.ch/media/image/5b/8d/dd/Cats-Boxes-Logikspiel-5414301524953_600x600.jpg
2024-06-28,28. Juni 2024,Manu,5.0,Hit im Lernregal,Dieses Spiel bietet Spass und mögliche Lernfortschritte für verschiedene Niveaus. Die Kinder (6-9 Jahre) wählen es liebend gerne.,architecto-buch-und-bausteine-set,https://www.jugglux.ch/spiele-und-geschenke/knobel-und-geduldspiele/diverse-geduldspiele/architecto-buch-und-bausteine-set.html,https://www.jugglux.ch/media/image/85/17/4e/architecto-buch-und-bausteine-set-220709-32352_600x600.jpg
2024-06-22,22. Juni 2024,Bernadette,5.0,Vogelwasserpfeife,"Wirklich lustige Pfeife, die verblüffend echtes Vogelgezwitscher hervorzaubert",vogel-wasserpfeife-aus-keramik,https://www.jugglux.ch/kurioses-und-kultiges/musikdosen-und-instrumente/instrumente-und-pfeifen/vogel-wasserpfeife-aus-keramik.html,https://www.jugglux.ch/media/image/93/6b/a2/vogel-wasserpfeife-aus-keramik-217804-36469_600x600.jpg
2024-06-19,19. Juni 2024,Walter Hehl,5.0,Rattleback (Wackelstein),Eine hübsche physikalische Kleinigkeit. Lieferung erfolgte unglaublich schnell.,rattleback-wackelstein-aendert-die-drehrichtung,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/kreisel-und-gyroscope/rattleback-wackelstein-aendert-die-drehrichtung.html,https://www.jugglux.ch/media/image/ea/de/ce/rattleback-andert-die-drehrichtung-230203-31330_600x600.jpg
2024-06-18,18. Juni 2024,Jens W.,5.0,Glitzer hoch 2,Mit der Dekofolie konnte ich meinen alten Keulen wieder neues Leben einhauchen. Sie sehen nun aus wie neu und die im Sonnenlicht entstehenden Reflexionen sind einfach nur toll.,dekofolie-glitter-10m-silber,https://www.jugglux.ch/jonglieren-und-artistik/keulen-zum-jonglieren/zubehoer-fuer-keulen/dekofolie-glitter-10m-silber.html,https://www.jugglux.ch/media/image/98/0b/bd/dekofolie-glitter-10m-silber-234202-31944_600x600.jpg
2024-06-18,18. Juni 2024,Stefanie Zimmermann,5.0,Sehr zufriden würde es wieder bestellen,Sehr zufriden,nylon-pferdeleine-kinder-geschirr-zum-pferd-spielen-blau,https://www.jugglux.ch/outdoor-und-freizeit/outdoor-und-gartenspiele/gartenspiele/nylon-pferdeleine-kinder-geschirr-zum-pferd-spielen-blau.html,https://www.jugglux.ch/media/image/4d/95/54/llb_600x600.jpg
2024-06-16,16. Juni 2024,Peter,5.0,Kartenspiel,Super Kartenspiel,cardistry-karten-tally-ho-fan-back-summer-edition,https://www.jugglux.ch/experimente-und-magie/zauberartikel-shop/cardistry-karten/cardistry-karten-tally-ho-fan-back-summer-edition.html,https://www.jugglux.ch/media/image/b1/9f/89/cardistry-karten-tally-ho-fan-back-summer-edition-232641-43041_600x600.jpg
2024-06-14,14. Juni 2024,Stefanie,5.0,Top Produkt und super Service,"Keine Frage, das sind die besten Feuerpoi die ich bis jetzt hatte. Es ist mindestens schon mein 4. Paar in den letzten Jahren. Sie halten wirklich sehr lange und Flamme ist mit Kugelform viel perfekter. Danke Jugglux, ich bin wieder ausgerüstet für den Sommer mit seinen Festivals",feuerpoi-monkey-medium-gora-silikonhandles,https://www.jugglux.ch/jonglieren-und-artistik/feuerartikel-und-zubehoer/feuerpoi/feuerpoi-monkey-medium-gora-silikonhandles.html,https://www.jugglux.ch/media/image/aa/e3/25/feuerpoi-monkey-medium-gora-silikonhandles-274249-47459_600x600.jpg
2024-06-07,7. Juni 2024,Sibylle,5.0,Lustiges Mitbringsel,"Funktioniert einwandfrei. Ich habe eines verschenkt, das war ein absoluter Hit!",original-drinking-bird-trinkender-vogel,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/diverse-physikalische-spiele/original-drinking-bird-trinkender-vogel.html,https://www.jugglux.ch/media/image/fa/c5/fc/original-drinking-bird-trinkender-vogel-232780-43443_600x600.jpg
2024-06-03,3. Juni 2024,Daniela,5.0,Fingeraugen,"Lustig, aber nur für Kinder geeignet. Für mich viel zu eng, schon beim kleinen Finger.",fingeraugen-5cm,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/krimskrams/fingeraugen-5cm.html,https://www.jugglux.ch/media/image/f5/2a/cc/Fingeraugen-5cm-verschiedene-Farben-5026619651902_600x600.jpg
2024-06-03,3. Juni 2024,Daniela,5.0,Guter Ball für Fuss Fascien,,fakirball-orange-6.3cm-der-kleine-massageball,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/beruehren-und-fuehlen/fakirball-orange-6.3cm-der-kleine-massageball.html,https://www.jugglux.ch/media/image/ee/71/c6/fakirball-orange-7cm-der-kleine-massageball-219072-20859_600x600.jpg
2024-06-03,3. Juni 2024,Daniela,5.0,Gut geeignet für Stressabbau nach kurzer Zeit muss man einfach schmunzeln oder lachen,,peek-a-boo-maus-drueck-kaese-mit-maus,https://www.jugglux.ch/kurioses-und-kultiges/kleinigkeiten-und-verspieltes/beruehren-und-fuehlen/peek-a-boo-maus-drueck-kaese-mit-maus.html,https://www.jugglux.ch/media/image/cd/d6/37/Peek-A-Boo-Maus-Dr-ck-K-se-mit-Maus-5021813214342_600x600.jpg
2024-06-01,1. Juni 2024,Andreas,5.0,Toller Artikel,"So einen Trinkvogel wollte ich schon immer einmal haben, seit Kindheit. Jetzt mit 53 Jahren, nachdem ich wieder mal den Film Alien* (1979) geschaut habe, habe ich mir endlich einen gekauft. Super Veranschaulichung von Thermodynamik. Tolles und lehrreiches physikalisches Spielzeug! Kann ich nur empfehlen.
*Gebt bei den ersten paar Szenen fein Acht ;-)",trinkender-vogel-die-trinkente,https://www.jugglux.ch/experimente-und-magie/physikspiele-und-co/diverse-physikalische-spiele/trinkender-vogel-die-trinkente.html,https://www.jugglux.ch/media/image/g0/b2/b0/trinkender-vogel-die-trinkente-230683-36422_600x600.jpg
2024-04-29,29. April 2024,Reichlin,5.0,Flip Kick,"Super Geschenk für unsere Grosskinder. Schnelle Lieferung, super solider Artikel!",flip-kick-der-flipper-fussballkasten,https://www.jugglux.ch/spiele-und-geschenke/brettspiele/motorikspiele/flip-kick-der-flipper-fussballkasten.html,https://www.jugglux.ch/media/image/89/f9/ea/flip-kick-der-flipper-fussballkasten-221943-35532_600x600.jpg
